id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
568234,City's Hippest Location/Two Bedrooms,2796082,Margaret,,Jamaica Plain,42.30335,-71.10497,Private room,110,1,265,2019-11-4,2.96,2,74
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,152,3,94,2019-10-27,1.24,1,89
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3228,-71.06184,Entire home/apt,125,32,50,2019-11-3,0.57,22,288
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,3,20,2019-2-9,0.4,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33818,-71.06463,Entire home/apt,210,180,33,2017-10-6,0.51,1,293
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118,-71.15316,Entire home/apt,125,32,37,2019-8-27,1.16,22,217
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37669,-71.05031,Entire home/apt,325,2,35,2019-10-28,0.9,5,254
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,3,169,2019-10-25,1.9,1,163
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,188,1,7,2019-6-13,0.17,1,173
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,814298,Short Term Rentals Boston,,Roxbury,42.33923,-71.08141,Entire home/apt,163,30,117,2019-9-16,1.34,95,129
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893,-71.06331,Entire home/apt,175,32,19,2019-7-22,0.35,10,298
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,150,2,368,2019-11-17,4.25,1,230
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957,-71.10629,Entire home/apt,135,5,1,2014-10-9,0.02,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581,-71.1126,Entire home/apt,550,3,71,2019-10-21,0.88,2,327
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,90,5,2019-9-30,0.06,2,274
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30681,-71.11052,Private room,65,2,195,2019-11-2,2.48,2,40
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,50,2,142,2019-7-27,2.78,1,346
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757,-71.13463,Private room,85,2,43,2019-11-3,0.55,1,364
798957,�?-Story★WalkScore95 �?1200ft² �?2 Baths,1651480,Edward,,South End,42.34121,-71.07571,Entire home/apt,347,3,393,2019-11-10,4.93,4,109
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32086,-71.1125,Entire home/apt,300,4,2,2015-4-21,0.03,2,0
801680,*$89 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,169,3,53,2019-10-23,0.63,6,38
801722,$79 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819,-71.09405,Entire home/apt,149,3,54,2019-10-17,0.64,6,36
815639,►Everett-Casino -Studio | Easy T Access!�?3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,125,1,548,2019-11-17,6.97,5,319,
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628,-71.06141,Entire home/apt,275,2,74,2019-11-17,0.92,2,189
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29996,-71.0806,Private room,79,3,7,2015-9-29,0.09,4,364
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822,-71.07621,Private room,61,3,26,2019-9-30,0.31,4,266
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882,-71.13951,Entire home/apt,239,3,149,2019-11-4,2.08,3,154
863788,2 BR. Roof Deck-city views! Heart of South End.,775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,2,8,2019-9-20,0.1,1,22
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,125,2,390,2019-11-5,4.8,1,128
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Elyne,,Downtown,42.36136,-71.05567,Entire home/apt,200,2,98,2019-11-3,1.47,7,4
894539,Private room in house,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,2,58,2019-10-5,0.78,3,351
916123,"""History""- on the freedom trail 1 Bed Apt",3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,125,1,550,2019-11-10,6.86,5,318
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31886,-71.11452,Entire home/apt,275,3,77,2017-10-16,0.97,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29053,-71.14106,Entire home/apt,119,3,88,2019-9-22,1.15,3,158
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,250,4,60,2019-11-3,0.8,1,354
981793,"Quiet,Cozy Private Bedroom for you!",887148,Dawn,,Charlestown,42.37967,-71.0693,Private room,200,1,1,2019-10-26,1,6,365
989163,Airy & Sun Splashed in Central Historic Brownstone,5430185,Laura And Olivia,,South End,42.34286,-71.07339,Entire home/apt,195,3,45,2019-11-15,0.59,7,169
990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,Edward,,South End,42.34146,-71.07641,Private room,156,3,277,2019-11-10,3.52,4,242
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,1,80,2019-11-3,2.44,2,311
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,20,2019-4-30,0.25,1,173
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,140,2,255,2019-11-3,3.16,5,90
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,170,2,87,2018-11-16,1.12,1,263
1053924,Furnished North End Waterfront 1 Bedroom +Elevator,5803565,Brian,,North End,42.36237,-71.05155,Entire home/apt,160,30,3,2019-11-2,0.26,2,1
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,125,2,8,2018-9-9,0.1,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31218,-71.10473,Private room,80,1,40,2019-10-20,0.5,1,316
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,90,2,320,2019-10-24,4.02,2,333
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352,-71.09614,Entire home/apt,155,4,96,2019-11-3,1.21,2,222
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,1,0,,,1,0
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33093,-71.07152,Private room,70,5,157,2019-10-19,1.98,1,64
1090413,HynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34502,-71.0803,Private room,100,3,162,2019-11-11,2.5,3,352
1090545,BostonCtrBackBay-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,100,3,115,2019-11-3,1.46,3,346
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,95,32,32,2019-5-18,0.41,10,325
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,439,2,73,2019-11-10,0.96,1,340
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444,-71.11995,Private room,60,1,344,2017-6-20,4.38,5,0
1141522,"Queen bed - Walk to the Airport, 15min to Downtown",1407005,Izzy,,East Boston,42.37752,-71.03418,Private room,115,1,459,2019-11-4,5.79,6,90
1147871,�?Room in Boston Fantastic Location by Airport �?1407005,Izzy,,East Boston,42.37761,-71.0352,Private room,105,1,492,2019-11-3,6.21,6,90,
1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费｡｡,3887707,Emily,,West Roxbury,42.27176,-71.16759,Private room,70,1,209,2019-8-16,2.65,2,50
1167221,BOSTON 2 Room + private bath for 3 walk to Train,6391436,Robin,,Jamaica Plain,42.30777,-71.11626,Private room,90,1,243,2019-11-10,3.53,3,83
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,90,8,2019-4-13,0.11,2,365
1170157,Contemporary Fort Hill Condo,5243773,Chad & Mercy,,Roxbury,42.32477,-71.09476,Entire home/apt,135,2,8,2018-8-12,0.1,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,248,2019-11-17,3.26,1,364
1178106,Cozy Tiny Room in Great Boston Location by Airport,1407005,Izzy,,East Boston,42.37669,-71.03428,Private room,99,1,459,2019-11-4,5.81,6,90
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30693,-71.10789,Entire home/apt,200,3,28,2019-7-23,0.41,1,326
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Short Term Rentals Boston,,Roxbury,42.33852,-71.07985,Entire home/apt,167,30,119,2019-9-23,1.52,19,123
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33139,-71.04268,Private room,89,1,34,2015-7-6,0.43,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843,-71.07685,Entire home/apt,165,2,94,2019-10-18,1.26,1,292
1203130,1or 2 bedroom w/stunning city views,887148,Dawn,,Charlestown,42.38129,-71.06704,Private room,395,2,1,2013-8-5,0.01,6,365
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.3651,-71.05365,Entire home/apt,149,28,144,2019-11-3,2.02,10,281
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,15,2019-10-12,0.27,1,20
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257,-71.0636,Entire home/apt,145,10,169,2019-10-19,2.16,10,365
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36105,-71.06593,Entire home/apt,200,2,65,2017-8-28,0.83,1,0
1275498,"Sun Filled Sophisticated Charm, Close To It All",5430185,Laura And Olivia,,South End,42.34405,-71.07352,Entire home/apt,160,3,35,2019-9-15,0.46,7,164
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853,-71.08549,Entire home/apt,199,1,35,2015-5-31,0.52,1,0
1303261,HISTORIC BEACON HILL,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,425,28,23,2018-10-25,0.31,1,364
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838,-71.04694,Private room,76,1,553,2019-11-17,7.15,6,282
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.34567,-71.13922,Entire home/apt,147,3,246,2019-11-17,3.18,1,161
1332786,Cozy One Person Only - Quick Downtown,6608084,CarneyFamily,,Dorchester,42.30922,-71.04564,Private room,47,1,405,2019-11-19,5.24,6,171
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.3119,-71.07337,Private room,80,2,62,2019-11-3,1.53,1,156
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32497,-71.08949,Private room,65,30,39,2019-9-24,0.52,5,39
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32642,-71.09013,Private room,67,30,37,2019-8-30,0.51,5,92
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32465,-71.08869,Private room,70,30,18,2019-6-29,0.23,5,19
1425973,Historic brick Victorian row house ,1015632,Kevin,,South End,42.33937,-71.08026,Private room,350,2,25,2019-9-6,0.33,1,63
1426754,Boston Best furnished Studio (H2a),5578043,Dror,,North End,42.36482,-71.05371,Entire home/apt,99,28,232,2019-10-13,3.05,10,336
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.37963,-71.06192,Private room,68,28,102,2019-9-27,1.35,1,134
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,1,311,2019-11-5,4.06,3,243
1472481,John and Robert's Harbor View,6608084,CarneyFamily,,Dorchester,42.30977,-71.04715,Private room,75,1,543,2019-11-17,7.2,6,283
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30811,-71.0462,Private room,83,1,572,2019-11-18,7.52,6,252
1494726,Cozy in Rozzie!,7506913,Maria Cecilia,,Roslindale,42.27572,-71.13014,Private room,75,28,15,2019-8-23,0.24,1,0
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,1,45,2019-8-9,0.59,3,339
1523288,"Beacon Hill - Family Ready 2 Bedroom, Top-floor",104324,Patrick,,Beacon Hill,42.35908,-71.06707,Entire home/apt,475,5,7,2015-4-21,0.1,1,178
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,2,38,2019-9-27,0.51,1,6
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,12,2019-10-21,0.65,1,182
1544702,Mary's Ocean View Metro Downtown,6608084,CarneyFamily,,Dorchester,42.30945,-71.04555,Private room,77,1,550,2019-11-1,7.29,6,218
1545185,Large 1Bed w/ Gorgeous Kitchen + Bath,697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,140,1,116,2019-11-4,1.56,4,143
1551467,"Child-Friendly, Elegant, Quiet, Green 2BR Condo",1106261,Jonas,,Jamaica Plain,42.31013,-71.10288,Entire home/apt,159,2,6,2018-7-23,0.08,1,289
1584340,Spacious Beacon Hill Apartment,8441226,Justin,,Beacon Hill,42.3588,-71.06761,Entire home/apt,175,3,0,,,1,0
1584362,Grace's Harborview Fast T Downtown,6608084,CarneyFamily,,Dorchester,42.3105,-71.04812,Private room,63,1,598,2019-11-17,7.99,6,249
1587540,Cozy House on Bunker Hill in Boston,2004732,Finola,,Charlestown,42.3789,-71.06118,Entire home/apt,299,3,38,2019-6-9,0.56,1,158
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.32502,-71.09479,Private room,78,60,19,2019-7-14,0.96,3,248
1615033,Ole North Church -1st in America,3637081,Jason Or Jose,,North End,42.36796,-71.05573,Entire home/apt,115,1,478,2019-11-17,6.33,5,307
1628130,Rare! Perfect pondside location near everything,333220,Hylton,,Jamaica Plain,42.31171,-71.11818,Entire home/apt,650,2,1,2016-7-23,0.02,1,0
1638584,Fort Hill Bedroom w/ Work Station,5243773,Chad & Mercy,,Roxbury,42.32514,-71.09264,Private room,79,1,9,2018-10-25,0.12,2,0
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston Waterfront,42.34017,-71.04763,Private room,105,1,243,2019-11-10,5.34,1,102
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28194,-71.13337,Private room,53,28,36,2019-9-23,0.49,2,324
1677807,"Sunny, welcoming 2 - bedroom condo in Boston",4192881,Julia,,Brighton,42.34923,-71.17173,Entire home/apt,95,7,45,2015-10-28,0.6,1,0
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32371,-71.09458,Entire home/apt,150,2,205,2019-11-11,2.94,2,334
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31338,-71.11719,Entire home/apt,145,2,207,2019-11-10,2.8,1,327
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28607,-71.13236,Entire home/apt,133,30,7,2017-8-5,0.11,3,364
1722241,Bedroom in 2-bed apt close to the T,8023405,Artur,,Brighton,42.34081,-71.14869,Private room,70,1,45,2019-8-18,0.61,1,0
